#c=0.000100, alpha=0.900000, tmin=0.000000, tmax=5.000000, N_t=100000, epsilonIntegral=0.000001, epsilonBinning=0.000001, dim=2, initialEnsemble: { (100000, (0.707107+0.000000i, 0.500000+0.500000i)) }
795.774715
3.02005 0.0000 1311 0.002508 -0.000577 0.000594 0.5003139+0.0000000i 0.3975570-0.3007196i 0.3975570+0.3007196i 0.4996861+0.0000000i 0.5003891+0.0000000i 0.3977934-0.3008480i 0.3977934+0.3008480i 0.4996109+0.0000000i 
3.02505 0.0000 1311 0.002660 -0.000555 0.000600 0.5003132+0.0000000i 0.4068083-0.2880812i 0.4068083+0.2880812i 0.4996868+0.0000000i 0.5003878+0.0000000i 0.4070491-0.2882013i 0.4070491+0.2882013i 0.4996122+0.0000000i 
3.03005 0.0000 1313 0.002816 -0.000538 0.000608 0.5003103+0.0000000i 0.4156593-0.2751550i 0.4156593+0.2751550i 0.4996897+0.0000000i 0.5003865+0.0000000i 0.4159028-0.2752699i 0.4159028+0.2752699i 0.4996135+0.0000000i 
3.03505 0.0000 1313 0.002975 -0.000524 0.000617 0.5003097+0.0000000i 0.4240986-0.2619605i 0.4240986+0.2619605i 0.4996903+0.0000000i 0.5003853+0.0000000i 0.4243459-0.2620667i 0.4243459+0.2620667i 0.4996147+0.0000000i 
3.04005 0.0000 1313 0.003136 -0.000514 0.000627 0.5003091+0.0000000i 0.4321193-0.2485073i 0.4321193+0.2485073i 0.4996909+0.0000000i 0.5003841+0.0000000i 0.4323701-0.2486048i 0.4323701+0.2486048i 0.4996159+0.0000000i 
3.04505 0.0000 1314 0.003298 -0.000507 0.000639 0.5003076+0.0000000i 0.4397137-0.2348075i 0.4397137+0.2348075i 0.4996924+0.0000000i 0.5003829+0.0000000i 0.4399673-0.2348974i 0.4399673+0.2348974i 0.4996171+0.0000000i 
3.05005 0.0000 1314 0.003462 -0.000503 0.000652 0.5003070+0.0000000i 0.4468736-0.2208770i 0.4468736+0.2208770i 0.4996930+0.0000000i 0.5003817+0.0000000i 0.4471302-0.2209582i 0.4471302+0.2209582i 0.4996183+0.0000000i 
3.05505 0.0000 1314 0.003627 -0.000501 0.000666 0.5003065+0.0000000i 0.4535924-0.2067284i 0.4535924+0.2067284i 0.4996935+0.0000000i 0.5003806+0.0000000i 0.4538516-0.2068008i 0.4538516+0.2068008i 0.4996194+0.0000000i 
3.06005 0.0000 1317 0.003792 -0.000502 0.000681 0.5003038+0.0000000i 0.4598638-0.1923740i 0.4598638+0.1923740i 0.4996962+0.0000000i 0.5003794+0.0000000i 0.4601248-0.1924394i 0.4601248+0.1924394i 0.4996206+0.0000000i 
3.06505 0.0000 1317 0.003957 -0.000505 0.000698 0.5003032+0.0000000i 0.4656807-0.1778312i 0.4656807+0.1778312i 0.4996968+0.0000000i 0.5003783+0.0000000i 0.4659437-0.1778880i 0.4659437+0.1778880i 0.4996217+0.0000000i 
3.07005 0.0000 1321 0.004122 -0.000510 0.000716 0.5003001+0.0000000i 0.4710378-0.1631124i 0.4710378+0.1631124i 0.4996999+0.0000000i 0.5003771+0.0000000i 0.4713026-0.1631612i 0.4713026+0.1631612i 0.4996229+0.0000000i 
3.07505 0.0000 1321 0.004287 -0.000517 0.000736 0.5002995+0.0000000i 0.4759299-0.1482328i 0.4759299+0.1482328i 0.4997005+0.0000000i 0.5003760+0.0000000i 0.4761960-0.1482734i 0.4761960+0.1482734i 0.4996240+0.0000000i 
3.08005 0.0000 1321 0.004452 -0.000527 0.000756 0.5002990+0.0000000i 0.4803522-0.1332068i 0.4803522+0.1332068i 0.4997010+0.0000000i 0.5003748+0.0000000i 0.4806192-0.1332393i 0.4806192+0.1332393i 0.4996252+0.0000000i 
3.08505 0.0000 1323 0.004615 -0.000538 0.000778 0.5002984+0.0000000i 0.4843003-0.1180489i 0.4843003+0.1180489i 0.4997016+0.0000000i 0.5003737+0.0000000i 0.4845679-0.1180739i 0.4845679+0.1180739i 0.4996263+0.0000000i 
3.09005 0.0000 1324 0.004778 -0.000550 0.000801 0.5002972+0.0000000i 0.4877698-0.1027754i 0.4877698+0.1027754i 0.4997028-0.0000000i 0.5003725+0.0000000i 0.4880380-0.1027922i 0.4880380+0.1027922i 0.4996275+0.0000000i 
3.09505 0.0000 1325 0.004939 -0.000565 0.000825 0.5002960+0.0000000i 0.4907577-0.0874008i 0.4907577+0.0874008i 0.4997040+0.0000000i 0.5003713+0.0000000i 0.4910262-0.0874091i 0.4910262+0.0874091i 0.4996287+0.0000000i 
3.10005 0.0000 1325 0.005099 -0.000581 0.000850 0.5002954+0.0000000i 0.4932614-0.0719384i 0.4932614+0.0719384i 0.4997046+0.0000000i 0.5003700+0.0000000i 0.4935296-0.0719401i 0.4935296+0.0719401i 0.4996300+0.0000000i 
3.10505 0.0000 1329 0.005257 -0.000599 0.000876 0.5002920+0.0000000i 0.4952751-0.0564140i 0.4952751+0.0564140i 0.4997080+0.0000000i 0.5003687+0.0000000i 0.4955455-0.0564002i 0.4955455+0.0564002i 0.4996313+0.0000000i 
3.11005 0.0000 1331 0.005413 -0.000619 0.000904 0.5002902+0.0000000i 0.4968017-0.0408291i 0.4968017+0.0408291i 0.4997098+0.0000000i 0.5003674+0.0000000i 0.4970721-0.0408050i 0.4970721+0.0408050i 0.4996326+0.0000000i 
3.11505 0.0000 1333 0.005568 -0.000640 0.000932 0.5002883+0.0000000i 0.4978376-0.0252043i 0.4978376+0.0252043i 0.4997117+0.0000000i 0.5003660+0.0000000i 0.4981078-0.0251698i 0.4981078+0.0251698i 0.4996340+0.0000000i 
3.12005 0.0000 1336 0.005721 -0.000663 0.000962 0.5002871+0.0000000i 0.4983831-0.0095521i 0.4983831+0.0095521i 0.4997129-0.0000000i 0.5003646+0.0000000i 0.4986516-0.0095101i 0.4986516+0.0095101i 0.4996354+0.0000000i 
3.12505 0.0000 1337 0.005871 -0.000688 0.000992 0.5002869+0.0000000i 0.4984381+0.0061151i 0.4984381-0.0061151i 0.4997131+0.0000000i 0.5003631+0.0000000i 0.4987029+0.0061587i 0.4987029-0.0061587i 0.4996369+0.0000000i 
3.13005 0.0000 1339 0.006020 -0.000714 0.001024 0.5002850+0.0000000i 0.4979977+0.0217669i 0.4979977-0.0217669i 0.4997150+0.0000000i 0.5003615+0.0000000i 0.4982618+0.0218210i 0.4982618-0.0218210i 0.4996385+0.0000000i 
3.13505 0.0000 1340 0.006165 -0.000742 0.001056 0.5002836+0.0000000i 0.4970667+0.0374002i 0.4970667-0.0374002i 0.4997164-0.0000000i 0.5003599+0.0000000i 0.4973285+0.0374614i 0.4973285-0.0374614i 0.4996401+0.0000000i 
3.14005 0.0000 1342 0.006309 -0.000772 0.001090 0.5002821+0.0000000i 0.4956447+0.0529963i 0.4956447-0.0529963i 0.4997179+0.0000000i 0.5003582+0.0000000i 0.4959040+0.0530644i 0.4959040-0.0530644i 0.4996418+0.0000000i 
3.14505 0.0000 1345 0.006450 -0.000803 0.001124 0.5002793+0.0000000i 0.4937304+0.0685317i 0.4937304-0.0685317i 0.4997207+0.0000000i 0.5003565+0.0000000i 0.4939898+0.0686146i 0.4939898-0.0686146i 0.4996435+0.0000000i 
3.15005 0.0000 1347 0.006588 -0.000836 0.001159 0.5002771+0.0000000i 0.4913301+0.0840030i 0.4913301-0.0840030i 0.4997229+0.0000000i 0.5003546+0.0000000i 0.4915877+0.0840966i 0.4915877-0.0840966i 0.4996454+0.0000000i 
3.15505 0.0000 1351 0.006723 -0.000871 0.001195 0.5002749+0.0000000i 0.4884446+0.0993909i 0.4884446-0.0993909i 0.4997251+0.0000000i 0.5003527+0.0000000i 0.4887001+0.0994952i 0.4887001-0.0994952i 0.4996473+0.0000000i 
3.16005 0.0000 1352 0.006856 -0.000907 0.001231 0.5002732+0.0000000i 0.4850784+0.1146851i 0.4850784-0.1146851i 0.4997268+0.0000000i 0.5003507+0.0000000i 0.4853297+0.1147951i 0.4853297-0.1147951i 0.4996493+0.0000000i 
3.16505 0.0000 1353 0.006985 -0.000945 0.001269 0.5002714+0.0000000i 0.4812333+0.1298660i 0.4812333-0.1298660i 0.4997286+0.0000000i 0.5003486+0.0000000i 0.4814800+0.1299811i 0.4814800-0.1299811i 0.4996514+0.0000000i 
3.17005 0.0000 1353 0.007111 -0.000985 0.001307 0.5002703+0.0000000i 0.4769148+0.1449239i 0.4769148-0.1449239i 0.4997297+0.0000000i 0.5003464+0.0000000i 0.4771548+0.1450384i 0.4771548-0.1450384i 0.4996536+0.0000000i 
3.17505 0.0000 1354 0.007235 -0.001026 0.001345 0.5002684+0.0000000i 0.4721231+0.1598332i 0.4721231-0.1598332i 0.4997316+0.0000000i 0.5003441+0.0000000i 0.4723583+0.1599520i 0.4723583-0.1599520i 0.4996559+0.0000000i 
3.18005 0.0000 1354 0.007355 -0.001069 0.001385 0.5002672+0.0000000i 0.4668673+0.1745904i 0.4668673-0.1745904i 0.4997328-0.0000000i 0.5003417+0.0000000i 0.4670951+0.1747072i 0.4670951-0.1747072i 0.4996583+0.0000000i 
3.18505 0.0000 1356 0.007471 -0.001114 0.001425 0.5002644+0.0000000i 0.4611456+0.1891629i 0.4611456-0.1891629i 0.4997356+0.0000000i 0.5003392+0.0000000i 0.4613707+0.1892894i 0.4613707-0.1892894i 0.4996608+0.0000000i 
3.19005 0.0000 1360 0.007585 -0.001160 0.001465 0.5002590+0.0000000i 0.4549612+0.2035286i 0.4549612-0.2035286i 0.4997410+0.0000000i 0.5003366+0.0000000i 0.4551905+0.2036843i 0.4551905-0.2036843i 0.4996634+0.0000000i 
3.19505 0.0000 1363 0.007695 -0.001208 0.001506 0.5002568+0.0000000i 0.4483381+0.2177189i 0.4483381-0.2177189i 0.4997432+0.0000000i 0.5003338+0.0000000i 0.4485606+0.2178775i 0.4485606-0.2178775i 0.4996662+0.0000000i 
3.20005 0.0000 1366 0.007801 -0.001258 0.001547 0.5002527+0.0000000i 0.4412665+0.2316800i 0.4412665-0.2316800i 0.4997473-0.0000000i 0.5003310+0.0000000i 0.4414877+0.2318551i 0.4414877-0.2318551i 0.4996690+0.0000000i 
3.20505 0.0000 1370 0.007904 -0.001310 0.001589 0.5002476+0.0000000i 0.4337565+0.2454045i 0.4337565-0.2454045i 0.4997524+0.0000000i 0.5003280+0.0000000i 0.4339787+0.2456033i 0.4339787-0.2456033i 0.4996720+0.0000000i 
3.21005 0.0000 1371 0.008004 -0.001363 0.001631 0.5002451+0.0000000i 0.4258271+0.2589076i 0.4258271-0.2589076i 0.4997549+0.0000000i 0.5003248+0.0000000i 0.4260410+0.2591085i 0.4260410-0.2591085i 0.4996752+0.0000000i 
3.21505 0.0000 1374 0.008100 -0.001418 0.001674 0.5002425+0.0000000i 0.4174771+0.2721548i 0.4174771-0.2721548i 0.4997575+0.0000000i 0.5003216+0.0000000i 0.4176825+0.2723574i 0.4176825-0.2723574i 0.4996784+0.0000000i 
3.22005 0.0000 1377 0.008192 -0.001475 0.001717 0.5002397+0.0000000i 0.4087143+0.2851330i 0.4087143-0.2851330i 0.4997603+0.0000000i 0.5003182+0.0000000i 0.4089114+0.2853369i 0.4089114-0.2853369i 0.4996818+0.0000000i 
3.22505 0.0000 1378 0.008280 -0.001533 0.001760 0.5002369+0.0000000i 0.3995481+0.2978295i 0.3995481-0.2978295i 0.4997631+0.0000000i 0.5003147+0.0000000i 0.3997364+0.2980341i 0.3997364-0.2980341i 0.4996853+0.0000000i 
3.23005 0.0000 1379 0.008365 -0.001593 0.001803 0.5002340+0.0000000i 0.3899871+0.3102316i 0.3899871-0.3102316i 0.4997660-0.0000000i 0.5003110+0.0000000i 0.3901665+0.3104366i 0.3901665-0.3104366i 0.4996890+0.0000000i 
3.23505 0.0000 1384 0.008445 -0.001655 0.001846 0.5002287+0.0000000i 0.3800332+0.3223110i 0.3800332-0.3223110i 0.4997713+0.0000000i 0.5003072+0.0000000i 0.3802112+0.3225321i 0.3802112-0.3225321i 0.4996928+0.0000000i 
3.24005 0.0000 1387 0.008522 -0.001718 0.001890 0.5002233+0.0000000i 0.3697049+0.3340713i 0.3697049-0.3340713i 0.4997767-0.0000000i 0.5003032+0.0000000i 0.3698804+0.3343087i 0.3698804-0.3343087i 0.4996968+0.0000000i 
3.24505 0.0000 1391 0.008596 -0.001783 0.001934 0.5002188+0.0000000i 0.3590154+0.3455094i 0.3590154-0.3455094i 0.4997812+0.0000000i 0.5002991+0.0000000i 0.3591842+0.3457547i 0.3591842-0.3457547i 0.4997009+0.0000000i 
3.25005 0.0000 1395 0.008665 -0.001850 0.001977 0.5002117+0.0000000i 0.3479634+0.3565890i 0.3479634-0.3565890i 0.4997883+0.0000000i 0.5002949+0.0000000i 0.3481332+0.3568589i 0.3481332-0.3568589i 0.4997051+0.0000000i 
3.25505 0.0000 1395 0.008730 -0.001918 0.002021 0.5002095+0.0000000i 0.3365836+0.3673496i 0.3365836-0.3673496i 0.4997905+0.0000000i 0.5002905+0.0000000i 0.3367384+0.3676102i 0.3367384-0.3676102i 0.4997095+0.0000000i 
3.26005 0.0000 1399 0.008791 -0.001988 0.002064 0.5002073+0.0000000i 0.3248713+0.3777473i 0.3248713-0.3777473i 0.4997927+0.0000000i 0.5002860+0.0000000i 0.3250110+0.3779981i 0.3250110-0.3779981i 0.4997140+0.0000000i 
3.26505 0.0000 1401 0.008849 -0.002059 0.002108 0.5002022+0.0000000i 0.3128296+0.3877546i 0.3128296-0.3877546i 0.4997978+0.0000000i 0.5002813+0.0000000i 0.3129626+0.3880124i 0.3129626-0.3880124i 0.4997187+0.0000000i 
3.27005 0.0000 1402 0.008902 -0.002132 0.002151 0.5001984+0.0000000i 0.3004831+0.3973872i 0.3004831-0.3973872i 0.4998016+0.0000000i 0.5002765+0.0000000i 0.3006050+0.3976431i 0.3006050-0.3976431i 0.4997235+0.0000000i 
3.27505 0.0000 1405 0.008952 -0.002206 0.002195 0.5001944+0.0000000i 0.2878397+0.4066271i 0.2878397-0.4066271i 0.4998056-0.0000000i 0.5002715+0.0000000i 0.2879506+0.4068807i 0.2879506-0.4068807i 0.4997285+0.0000000i 
3.28005 0.0000 1409 0.008998 -0.002282 0.002238 0.5001888+0.0000000i 0.2749075+0.4154564i 0.2749075-0.4154564i 0.4998112-0.0000000i 0.5002663+0.0000000i 0.2750119+0.4157161i 0.2750119-0.4157161i 0.4997337+0.0000000i 
3.28505 0.0000 1414 0.009039 -0.002359 0.002280 0.5001783+0.0000000i 0.2616914+0.4238488i 0.2616914-0.4238488i 0.4998217+0.0000000i 0.5002611+0.0000000i 0.2618015+0.4241407i 0.2618015-0.4241407i 0.4997389+0.0000000i 
3.29005 0.0000 1418 0.009077 -0.002437 0.002323 0.5001723+0.0000000i 0.2482300+0.4318480i 0.2482300-0.4318480i 0.4998277-0.0000000i 0.5002557+0.0000000i 0.2483327+0.4321461i 0.2483327-0.4321461i 0.4997443+0.0000000i 
3.29505 0.0000 1421 0.009110 -0.002517 0.002365 0.5001678+0.0000000i 0.2345281+0.4394288i 0.2345281-0.4394288i 0.4998322+0.0000000i 0.5002501+0.0000000i 0.2346187+0.4397243i 0.2346187-0.4397243i 0.4997499+0.0000000i 
3.30005 0.0000 1424 0.009140 -0.002598 0.002406 0.5001667+0.0000000i 0.2206035+0.4465925i 0.2206035-0.4465925i 0.4998333+0.0000000i 0.5002444+0.0000000i 0.2206730+0.4468680i 0.2206730-0.4468680i 0.4997556+0.0000000i 
3.30505 0.0000 1429 0.009166 -0.002680 0.002448 0.5001585+0.0000000i 0.2064427+0.4532807i 0.2064427-0.4532807i 0.4998415+0.0000000i 0.5002386+0.0000000i 0.2065095+0.4535701i 0.2065095-0.4535701i 0.4997614+0.0000000i 
3.31005 0.0000 1434 0.009188 -0.002763 0.002488 0.5001463+0.0000000i 0.1920696+0.4595035i 0.1920696-0.4595035i 0.4998537+0.0000000i 0.5002326+0.0000000i 0.1921422+0.4598239i 0.1921422-0.4598239i 0.4997674+0.0000000i 
3.31505 0.0000 1435 0.009205 -0.002848 0.002529 0.5001413+0.0000000i 0.1775253+0.4653059i 0.1775253-0.4653059i 0.4998587+0.0000000i 0.5002266+0.0000000i 0.1775852+0.4656233i 0.1775852-0.4656233i 0.4997734+0.0000000i 
3.32005 0.0000 1438 0.009219 -0.002934 0.002568 0.5001324+0.0000000i 0.1627969+0.4706314i 0.1627969-0.4706314i 0.4998676+0.0000000i 0.5002204+0.0000000i 0.1628531+0.4709626i 0.1628531-0.4709626i 0.4997796+0.0000000i 
3.32505 0.0000 1442 0.009229 -0.003020 0.002607 0.5001253+0.0000000i 0.1479128+0.4754997i 0.1479128-0.4754997i 0.4998747+0.0000000i 0.5002141+0.0000000i 0.1479602+0.4758364i 0.1479602-0.4758364i 0.4997859+0.0000000i 
3.33005 0.0000 1448 0.009236 -0.003108 0.002646 0.5001158+0.0000000i 0.1328782+0.4798902i 0.1328782-0.4798902i 0.4998842+0.0000000i 0.5002076+0.0000000i 0.1329215+0.4802401i 0.1329215-0.4802401i 0.4997924+0.0000000i 
3.33505 0.0000 1451 0.009238 -0.003197 0.002684 0.5001061+0.0000000i 0.1177130+0.4838061i 0.1177130-0.4838061i 0.4998939+0.0000000i 0.5002011+0.0000000i 0.1177517+0.4841692i 0.1177517-0.4841692i 0.4997989+0.0000000i 
3.34005 0.0000 1453 0.009236 -0.003286 0.002721 0.5000984+0.0000000i 0.1024363+0.4872518i 0.1024363-0.4872518i 0.4999016+0.0000000i 0.5001945+0.0000000i 0.1024658+0.4876199i 0.1024658-0.4876199i 0.4998055+0.0000000i 
3.34505 0.0000 1456 0.009231 -0.003377 0.002757 0.5000882+0.0000000i 0.0870545+0.4902080i 0.0870545-0.4902080i 0.4999118+0.0000000i 0.5001878+0.0000000i 0.0870790+0.4905887i 0.0870790-0.4905887i 0.4998122+0.0000000i 
3.35005 0.0000 1461 0.009222 -0.003468 0.002793 0.5000824+0.0000000i 0.0715956+0.4926953i 0.0715956-0.4926953i 0.4999176+0.0000000i 0.5001810+0.0000000i 0.0716065+0.4930728i 0.0716065-0.4930728i 0.4998190+0.0000000i 
3.35505 0.0000 1464 0.009209 -0.003560 0.002828 0.5000719+0.0000000i 0.0560581+0.4946799i 0.0560581-0.4946799i 0.4999281+0.0000000i 0.5001742+0.0000000i 0.0560635+0.4950696i 0.0560635-0.4950696i 0.4998258+0.0000000i 
3.36005 0.0000 1464 0.009193 -0.003652 0.002862 0.5000684+0.0000000i 0.0404781+0.4961978i 0.0404781-0.4961978i 0.4999316-0.0000000i 0.5001673+0.0000000i 0.0404656+0.4965773i 0.0404656-0.4965773i 0.4998327+0.0000000i 
3.36505 0.0000 1466 0.009173 -0.003746 0.002895 0.5000599+0.0000000i 0.0248499+0.4972108i 0.0248499-0.4972108i 0.4999401+0.0000000i 0.5001603+0.0000000i 0.0248280+0.4975942i 0.0248280-0.4975942i 0.4998397+0.0000000i 
3.37005 0.0000 1470 0.009150 -0.003839 0.002927 0.5000460+0.0000000i 0.0091898+0.4977186i 0.0091898-0.4977186i 0.4999540+0.0000000i 0.5001534+0.0000000i 0.0091662+0.4981195i 0.0091662-0.4981195i 0.4998466+0.0000000i 
3.37505 0.0000 1474 0.009122 -0.003933 0.002958 0.5000317+0.0000000i -0.0064782+0.4977345i -0.0064782-0.4977345i 0.4999683-0.0000000i 0.5001464+0.0000000i -0.0065042+0.4981526i -0.0065042-0.4981526i 0.4998536+0.0000000i 
3.38005 0.0000 1480 0.009092 -0.004028 0.002988 0.5000283+0.0000000i -0.0221240+0.4972846i -0.0221240-0.4972846i 0.4999717+0.0000000i 0.5001393+0.0000000i -0.0221678+0.4976934i -0.0221678-0.4976934i 0.4998607+0.0000000i 
3.38505 0.0000 1483 0.009058 -0.004122 0.003018 0.5000220+0.0000000i -0.0377515+0.4963367i -0.0377515-0.4963367i 0.4999780-0.0000000i 0.5001323+0.0000000i -0.0378090+0.4967424i -0.0378090-0.4967424i 0.4998677+0.0000000i 
3.39005 0.0000 1487 0.009020 -0.004217 0.003046 0.5000069+0.0000000i -0.0533517+0.4948795i -0.0533517-0.4948795i 0.4999931+0.0000000i 0.5001253+0.0000000i -0.0534125+0.4953005i -0.0534125-0.4953005i 0.4998747+0.0000000i 
3.39505 0.0000 1492 0.008980 -0.004312 0.003073 0.4999946+0.0000000i -0.0688946+0.4929394i -0.0688946-0.4929394i 0.5000054+0.0000000i 0.5001183+0.0000000i -0.0689628+0.4933692i -0.0689628-0.4933692i 0.4998817+0.0000000i 
3.40005 0.0000 1497 0.008936 -0.004407 0.003099 0.4999821+0.0000000i -0.0843684+0.4905119i -0.0843684-0.4905119i 0.5000179+0.0000000i 0.5001114+0.0000000i -0.0844445+0.4909503i -0.0844445-0.4909503i 0.4998886+0.0000000i 
3.40505 0.0000 1497 0.008889 -0.004502 0.003124 0.4999787+0.0000000i -0.0997493+0.4876167i -0.0997493-0.4876167i 0.5000213+0.0000000i 0.5001045+0.0000000i -0.0998424+0.4880463i -0.0998424-0.4880463i 0.4998955+0.0000000i 
3.41005 0.0000 1500 0.008838 -0.004597 0.003148 0.4999658+0.0000000i -0.1150398+0.4842232i -0.1150398-0.4842232i 0.5000342+0.0000000i 0.5000977+0.0000000i -0.1151411+0.4846600i -0.1151411-0.4846600i 0.4999023+0.0000000i 
3.41505 0.0000 1500 0.008785 -0.004692 0.003171 0.4999624+0.0000000i -0.1302080+0.4803667i -0.1302080-0.4803667i 0.5000376+0.0000000i 0.5000909+0.0000000i -0.1303256+0.4807947i -0.1303256-0.4807947i 0.4999091+0.0000000i 
3.42005 0.0000 1501 0.008728 -0.004787 0.003192 0.4999558+0.0000000i -0.1452499+0.4760301i -0.1452499-0.4760301i 0.5000442-0.0000000i 0.5000843+0.0000000i -0.1453808+0.4764543i -0.1453808-0.4764543i 0.4999157+0.0000000i 
3.42505 0.0000 1503 0.008669 -0.004881 0.003212 0.4999592+0.0000000i -0.1601416+0.4712373i -0.1601416-0.4712373i 0.5000408+0.0000000i 0.5000777+0.0000000i -0.1602920+0.4716429i -0.1602920-0.4716429i 0.4999223+0.0000000i 
3.43005 0.0000 1507 0.008607 -0.004975 0.003232 0.4999491+0.0000000i -0.1748831+0.4659601i -0.1748831-0.4659601i 0.5000509-0.0000000i 0.5000713+0.0000000i -0.1750443+0.4663655i -0.1750443-0.4663655i 0.4999287+0.0000000i 
3.43505 0.0000 1508 0.008542 -0.005068 0.003249 0.4999425+0.0000000i -0.1894496+0.4602265i -0.1894496-0.4602265i 0.5000575-0.0000000i 0.5000651+0.0000000i -0.1896232+0.4606272i -0.1896232-0.4606272i 0.4999349+0.0000000i 
3.44005 0.0000 1510 0.008474 -0.005161 0.003266 0.4999394+0.0000000i -0.2038269+0.4540422i -0.2038269-0.4540422i 0.5000606+0.0000000i 0.5000590+0.0000000i -0.2040143+0.4544336i -0.2040143-0.4544336i 0.4999410+0.0000000i 
3.44505 0.0000 1510 0.008404 -0.005253 0.003281 0.4999364+0.0000000i -0.2180027+0.4474086i -0.2180027-0.4474086i 0.5000636+0.0000000i 0.5000530+0.0000000i -0.2182033+0.4477908i -0.2182033-0.4477908i 0.4999470+0.0000000i 
3.45005 0.0000 1513 0.008331 -0.005345 0.003295 0.4999224+0.0000000i -0.2319659+0.4403215i -0.2319659-0.4403215i 0.5000776+0.0000000i 0.5000473+0.0000000i -0.2321763+0.4407055i -0.2321763-0.4407055i 0.4999527+0.0000000i 
3.45505 0.0000 1515 0.008256 -0.005435 0.003308 0.4999196+0.0000000i -0.2456966+0.4328098i -0.2456966-0.4328098i 0.5000804-0.0000000i 0.5000418+0.0000000i -0.2459194+0.4331845i -0.2459194-0.4331845i 0.4999582+0.0000000i 
3.46005 0.0000 1517 0.008178 -0.005525 0.003320 0.4999170+0.0000000i -0.2591843+0.4248701i -0.2591843-0.4248701i 0.5000830+0.0000000i 0.5000365+0.0000000i -0.2594190+0.4252354i -0.2594190-0.4252354i 0.4999635+0.0000000i 
3.46505 0.0000 1518 0.008098 -0.005614 0.003330 0.4999184+0.0000000i -0.2724157+0.4165133i -0.2724157-0.4165133i 0.5000816-0.0000000i 0.5000314+0.0000000i -0.2726620+0.4168660i -0.2726620-0.4168660i 0.4999686+0.0000000i 
3.47005 0.0000 1521 0.008016 -0.005701 0.003338 0.4999120+0.0000000i -0.2853777+0.4077385i -0.2853777-0.4077385i 0.5000880+0.0000000i 0.5000266+0.0000000i -0.2856350+0.4080845i -0.2856350-0.4080845i 0.4999734+0.0000000i 
3.47505 0.0000 1526 0.007931 -0.005788 0.003346 0.4999138+0.0000000i -0.2980581+0.3985661i -0.2980581-0.3985661i 0.5000862+0.0000000i 0.5000221+0.0000000i -0.2983255+0.3988996i -0.2983255-0.3988996i 0.4999779+0.0000000i 
3.48005 0.0000 1529 0.007845 -0.005873 0.003352 0.4999116+0.0000000i -0.3104432+0.3889969i -0.3104432-0.3889969i 0.5000884+0.0000000i 0.5000178+0.0000000i -0.3107207+0.3893204i -0.3107207-0.3893204i 0.4999822+0.0000000i 
3.48505 0.0000 1530 0.007756 -0.005957 0.003357 0.4999054+0.0000000i -0.3225205+0.3790405i -0.3225205-0.3790405i 0.5000946-0.0000000i 0.5000139+0.0000000i -0.3228085+0.3793564i -0.3228085-0.3793564i 0.4999861+0.0000000i 
3.49005 0.0000 1533 0.007666 -0.006039 0.003360 0.4999078+0.0000000i -0.3342807+0.3687139i -0.3342807-0.3687139i 0.5000922+0.0000000i 0.5000102+0.0000000i -0.3345770+0.3690173i -0.3345770-0.3690173i 0.4999898+0.0000000i 
3.49505 0.0000 1536 0.007573 -0.006120 0.003362 0.4999105+0.0000000i -0.3457108+0.3580225i -0.3457108-0.3580225i 0.5000895+0.0000000i 0.5000069+0.0000000i -0.3460145+0.3583135i -0.3460145-0.3583135i 0.4999931+0.0000000i 
3.50005 0.0000 1540 0.007479 -0.006200 0.003363 0.4999265+0.0000000i -0.3568043+0.3469828i -0.3568043-0.3469828i 0.5000735+0.0000000i 0.5000039+0.0000000i -0.3571098+0.3472554i -0.3571098-0.3472554i 0.4999961+0.0000000i 
3.50505 0.0000 1541 0.007384 -0.006277 0.003362 0.4999295+0.0000000i -0.3675404+0.3355936i -0.3675404-0.3355936i 0.5000705+0.0000000i 0.5000012+0.0000000i -0.3678518+0.3358540i -0.3678518-0.3358540i 0.4999988+0.0000000i 
3.51005 0.0000 1542 0.007287 -0.006353 0.003360 0.4999239+0.0000000i -0.3779089+0.3238688i -0.3779089-0.3238688i 0.5000761+0.0000000i 0.4999989+0.0000000i -0.3782301+0.3241206i -0.3782301-0.3241206i 0.5000011+0.0000000i 
3.51505 0.0000 1545 0.007188 -0.006427 0.003357 0.4999274+0.0000000i -0.3879082+0.3118272i -0.3879082-0.3118272i 0.5000726+0.0000000i 0.4999970+0.0000000i -0.3882343+0.3120668i -0.3882343-0.3120668i 0.5000030+0.0000000i 
3.52005 0.0000 1553 0.007088 -0.006500 0.003352 0.4999083+0.0000000i -0.3975107+0.2994695i -0.3975107-0.2994695i 0.5000917+0.0000000i 0.4999955+0.0000000i -0.3978546+0.2997045i -0.3978546-0.2997045i 0.5000045+0.0000000i 
3.52505 0.0000 1558 0.006987 -0.006570 0.003346 0.4999031+0.0000000i -0.4067280+0.2868205i -0.4067280-0.2868205i 0.5000969+0.0000000i 0.4999943+0.0000000i -0.4070815+0.2870459i -0.4070815-0.2870459i 0.5000057+0.0000000i 
3.53005 0.0000 1561 0.006884 -0.006638 0.003338 0.4999167+0.0000000i -0.4155550+0.2738935i -0.4155550-0.2738935i 0.5000833-0.0000000i 0.4999935+0.0000000i -0.4159058+0.2741035i -0.4159058-0.2741035i 0.5000065+0.0000000i 
