#c=0.000100, alpha=0.900000, tmin=0.000000, tmax=5.000000, N_t=100000, epsilonIntegral=0.000001, epsilonBinning=0.000001, dim=2, initialEnsemble: { (100000, (0.707107+0.000000i, 0.500000+0.500000i)) }
795.774715
2.50505 0.0000 1120 0.007481 -0.006370 0.003409 0.4998437+0.0000000i -0.3666062+0.3374134i -0.3666062-0.3374134i 0.5001563-0.0000000i 0.4999118+0.0000000i -0.3668055+0.3375695i -0.3668055-0.3375695i 0.5000882+0.0000000i 
2.51005 0.0000 1123 0.007381 -0.006448 0.003407 0.4998380+0.0000000i -0.3770326+0.3257169i -0.3770326-0.3257169i 0.5001620+0.0000000i 0.4999095+0.0000000i -0.3772384+0.3258680i -0.3772384-0.3258680i 0.5000905+0.0000000i 
2.51505 0.0000 1123 0.007279 -0.006525 0.003403 0.4998371+0.0000000i -0.3870883+0.3137001i -0.3870883-0.3137001i 0.5001629+0.0000000i 0.4999076+0.0000000i -0.3872981+0.3138443i -0.3872981-0.3138443i 0.5000924+0.0000000i 
2.52005 0.0000 1127 0.007176 -0.006600 0.003398 0.4998179+0.0000000i -0.3967504+0.3013669i -0.3967504-0.3013669i 0.5001821+0.0000000i 0.4999061+0.0000000i -0.3969749+0.3015103i -0.3969749-0.3015103i 0.5000939+0.0000000i 
2.52505 0.0000 1132 0.007071 -0.006672 0.003392 0.4998313+0.0000000i -0.4060392+0.2887465i -0.4060392-0.2887465i 0.5001687+0.0000000i 0.4999050+0.0000000i -0.4062592+0.2888783i -0.4062592-0.2888783i 0.5000950+0.0000000i 
2.53005 0.0000 1136 0.006965 -0.006743 0.003384 0.4998292+0.0000000i -0.4149146+0.2758382i -0.4149146-0.2758382i 0.5001708+0.0000000i 0.4999042+0.0000000i -0.4151417+0.2759607i -0.4151417-0.2759607i 0.5000958+0.0000000i 
2.53505 0.0000 1139 0.006858 -0.006811 0.003375 0.4998337+0.0000000i -0.4233861+0.2626562i -0.4233861-0.2626562i 0.5001663+0.0000000i 0.4999039+0.0000000i -0.4236138+0.2627702i -0.4236138-0.2627702i 0.5000961+0.0000000i 
2.54005 0.0000 1140 0.006750 -0.006878 0.003365 0.4998290+0.0000000i -0.4314323+0.2492120i -0.4314323-0.2492120i 0.5001710+0.0000000i 0.4999040+0.0000000i -0.4316670+0.2493200i -0.4316670-0.2493200i 0.5000960+0.0000000i 
2.54505 0.0000 1142 0.006641 -0.006941 0.003353 0.4998292+0.0000000i -0.4390554+0.2355227i -0.4390554-0.2355227i 0.5001708+0.0000000i 0.4999045+0.0000000i -0.4392934+0.2356233i -0.4392934-0.2356233i 0.5000955+0.0000000i 
2.55005 0.0000 1145 0.006532 -0.007003 0.003340 0.4998345+0.0000000i -0.4462479+0.2216015i -0.4462479-0.2216015i 0.5001655+0.0000000i 0.4999054+0.0000000i -0.4464856+0.2216936i -0.4464856-0.2216936i 0.5000946+0.0000000i 
2.55505 0.0000 1148 0.006421 -0.007061 0.003325 0.4998498+0.0000000i -0.4530075+0.2074632i -0.4530075-0.2074632i 0.5001502+0.0000000i 0.4999068+0.0000000i -0.4532363+0.2075448i -0.4532363-0.2075448i 0.5000932+0.0000000i 
2.56005 0.0000 1152 0.006310 -0.007118 0.003310 0.4998507+0.0000000i -0.4593070+0.1931163i -0.4593070-0.1931163i 0.5001493+0.0000000i 0.4999086+0.0000000i -0.4595389+0.1931908i -0.4595389-0.1931908i 0.5000914+0.0000000i 
2.56505 0.0000 1152 0.006198 -0.007171 0.003292 0.4998518+0.0000000i -0.4651522+0.1785785i -0.4651522-0.1785785i 0.5001482+0.0000000i 0.4999107+0.0000000i -0.4653873+0.1786459i -0.4653873-0.1786459i 0.5000893+0.0000000i 
2.57005 0.0000 1157 0.006086 -0.007222 0.003274 0.4998580+0.0000000i -0.4705418+0.1638650i -0.4705418-0.1638650i 0.5001420+0.0000000i 0.4999134+0.0000000i -0.4707757+0.1639243i -0.4707757-0.1639243i 0.5000866+0.0000000i 
2.57505 0.0000 1160 0.005973 -0.007270 0.003254 0.4998645+0.0000000i -0.4754662+0.1489894i -0.4754662-0.1489894i 0.5001355+0.0000000i 0.4999164+0.0000000i -0.4756986+0.1490407i -0.4756986-0.1490407i 0.5000836+0.0000000i 
2.58005 0.0000 1164 0.005861 -0.007315 0.003233 0.4998761+0.0000000i -0.4799253+0.1339673i -0.4799253-0.1339673i 0.5001239+0.0000000i 0.4999198+0.0000000i -0.4801513+0.1340098i -0.4801513-0.1340098i 0.5000802+0.0000000i 
2.58505 0.0000 1168 0.005747 -0.007357 0.003211 0.4998880+0.0000000i -0.4839099+0.1188123i -0.4839099-0.1188123i 0.5001120+0.0000000i 0.4999236+0.0000000i -0.4841294+0.1188465i -0.4841294-0.1188465i 0.5000764+0.0000000i 
2.59005 0.0000 1174 0.005634 -0.007396 0.003188 0.4998901+0.0000000i -0.4874064+0.1035381i -0.4874064-0.1035381i 0.5001099+0.0000000i 0.4999278+0.0000000i -0.4876289+0.1035657i -0.4876289-0.1035657i 0.5000722+0.0000000i 
2.59505 0.0000 1177 0.005521 -0.007432 0.003163 0.4998774+0.0000000i -0.4904062+0.0881593i -0.4904062-0.0881593i 0.5001226+0.0000000i 0.4999324+0.0000000i -0.4906464+0.0881826i -0.4906464-0.0881826i 0.5000676+0.0000000i 
2.60005 0.0000 1179 0.005408 -0.007465 0.003138 0.4998799+0.0000000i -0.4929356+0.0726962i -0.4929356-0.0726962i 0.5001201+0.0000000i 0.4999374+0.0000000i -0.4931790+0.0727123i -0.4931790-0.0727123i 0.5000626+0.0000000i 
2.60505 0.0000 1179 0.005295 -0.007495 0.003111 0.4998825+0.0000000i -0.4949776+0.0571614i -0.4949776-0.0571614i 0.5001175+0.0000000i 0.4999427+0.0000000i -0.4952240+0.0571702i -0.4952240-0.0571702i 0.5000573+0.0000000i 
2.61005 0.0000 1183 0.005182 -0.007521 0.003083 0.4998854+0.0000000i -0.4965302+0.0415702i -0.4965302-0.0415702i 0.5001146+0.0000000i 0.4999483+0.0000000i -0.4967795+0.0415716i -0.4967795-0.0415716i 0.5000517+0.0000000i 
2.61505 0.0000 1191 0.005069 -0.007544 0.003054 0.4998984+0.0000000i -0.4976016+0.0259392i -0.4976016-0.0259392i 0.5001016-0.0000000i 0.4999543+0.0000000i -0.4978439+0.0259319i -0.4978439-0.0259319i 0.5000457+0.0000000i 
2.62005 0.0000 1193 0.004957 -0.007564 0.003024 0.4999015+0.0000000i -0.4981712+0.0102812i -0.4981712-0.0102812i 0.5000985+0.0000000i 0.4999607+0.0000000i -0.4984162+0.0102667i -0.4984162-0.0102667i 0.5000393+0.0000000i 
2.62505 0.0000 1193 0.004845 -0.007580 0.002993 0.4999048+0.0000000i -0.4982481-0.0053868i -0.4982481+0.0053868i 0.5000952+0.0000000i 0.4999673+0.0000000i -0.4984959-0.0054086i -0.4984959+0.0054086i 0.5000327+0.0000000i 
2.63005 0.0000 1196 0.004734 -0.007593 0.002961 0.4999034+0.0000000i -0.4978277-0.0210498i -0.4978277+0.0210498i 0.5000966+0.0000000i 0.4999742+0.0000000i -0.4980827-0.0210786i -0.4980827+0.0210786i 0.5000258+0.0000000i 
2.63505 0.0000 1197 0.004623 -0.007602 0.002928 0.4999119+0.0000000i -0.4969244-0.0366907i -0.4969244+0.0366907i 0.5000881+0.0000000i 0.4999814+0.0000000i -0.4971772-0.0367276i -0.4971772+0.0367276i 0.5000186+0.0000000i 
2.64005 0.0000 1197 0.004513 -0.007608 0.002894 0.4999156+0.0000000i -0.4955252-0.0522958i -0.4955252+0.0522958i 0.5000844+0.0000000i 0.4999889+0.0000000i -0.4957803-0.0523404i -0.4957803+0.0523404i 0.5000111+0.0000000i 
2.64505 0.0000 1198 0.004404 -0.007611 0.002859 0.4999243+0.0000000i -0.4936407-0.0678487i -0.4936407+0.0678487i 0.5000757+0.0000000i 0.4999965+0.0000000i -0.4938932-0.0679013i -0.4938932+0.0679013i 0.5000035+0.0000000i 
2.65005 0.0000 1200 0.004296 -0.007609 0.002823 0.4999283+0.0000000i -0.4912635-0.0833348i -0.4912635+0.0833348i 0.5000717+0.0000000i 0.5000044+0.0000000i -0.4915179-0.0833951i -0.4915179+0.0833951i 0.4999956+0.0000000i 
2.65505 0.0000 1202 0.004188 -0.007604 0.002787 0.4999323+0.0000000i -0.4884007-0.0987384i -0.4884007+0.0987384i 0.5000677+0.0000000i 0.5000126+0.0000000i -0.4886567-0.0988065i -0.4886567+0.0988065i 0.4999874+0.0000000i 
2.66005 0.0000 1205 0.004082 -0.007595 0.002750 0.4999413+0.0000000i -0.4850594-0.1140440i -0.4850594+0.1140440i 0.5000587+0.0000000i 0.5000209+0.0000000i -0.4853124-0.1141201i -0.4853124+0.1141201i 0.4999791+0.0000000i 
2.66505 0.0000 1208 0.003976 -0.007583 0.002712 0.4999597+0.0000000i -0.4812462-0.1292369i -0.4812462+0.1292369i 0.5000403+0.0000000i 0.5000293+0.0000000i -0.4814884-0.1293210i -0.4814884+0.1293210i 0.4999707+0.0000000i 
2.67005 0.0000 1212 0.003872 -0.007567 0.002673 0.4999829+0.0000000i -0.4769608-0.1443025i -0.4769608+0.1443025i 0.5000171+0.0000000i 0.5000379+0.0000000i -0.4771884-0.1443940i -0.4771884+0.1443940i 0.4999621+0.0000000i 
2.67505 0.0000 1216 0.003769 -0.007547 0.002634 0.4999966+0.0000000i -0.4721959-0.1592259i -0.4721959+0.1592259i 0.5000034-0.0000000i 0.5000467+0.0000000i -0.4724166-0.1593243i -0.4724166+0.1593243i 0.4999533+0.0000000i 
2.68005 0.0000 1218 0.003667 -0.007523 0.002594 0.5000011+0.0000000i -0.4669570-0.1739916i -0.4669570+0.1739916i 0.4999989+0.0000000i 0.5000555+0.0000000i -0.4671778-0.1740971i -0.4671778+0.1740971i 0.4999445+0.0000000i 
2.68505 0.0000 1224 0.003566 -0.007496 0.002553 0.5000056+0.0000000i -0.4612566-0.1885850i -0.4612566+0.1885850i 0.4999944+0.0000000i 0.5000645+0.0000000i -0.4614771-0.1886979i -0.4614771+0.1886979i 0.4999355+0.0000000i 
2.69005 0.0000 1225 0.003467 -0.007464 0.002512 0.5000146+0.0000000i -0.4551035-0.2029925i -0.4551035+0.2029925i 0.4999854+0.0000000i 0.5000735+0.0000000i -0.4553202-0.2031122i -0.4553202+0.2031122i 0.4999265+0.0000000i 
2.69505 0.0000 1228 0.003369 -0.007429 0.002470 0.5000327+0.0000000i -0.4485062-0.2172006i -0.4485062+0.2172006i 0.4999673-0.0000000i 0.5000826+0.0000000i -0.4487132-0.2173258i -0.4487132+0.2173258i 0.4999174+0.0000000i 
2.70005 0.0000 1229 0.003272 -0.007390 0.002428 0.5000417+0.0000000i -0.4414595-0.2311930i -0.4414595+0.2311930i 0.4999583+0.0000000i 0.5000917+0.0000000i -0.4416625-0.2313246i -0.4416625+0.2313246i 0.4999083+0.0000000i 
2.70505 0.0000 1233 0.003177 -0.007347 0.002386 0.5000375+0.0000000i -0.4339688-0.2449540i -0.4339688+0.2449540i 0.4999625+0.0000000i 0.5001009+0.0000000i -0.4341752-0.2450949i -0.4341752+0.2450949i 0.4998991+0.0000000i 
2.71005 0.0000 1235 0.003083 -0.007300 0.002343 0.5000421+0.0000000i -0.4260543-0.2584746i -0.4260543+0.2584746i 0.4999579+0.0000000i 0.5001100+0.0000000i -0.4262587-0.2586230i -0.4262587+0.2586230i 0.4998900+0.0000000i 
2.71505 0.0000 1239 0.002991 -0.007250 0.002300 0.5000553+0.0000000i -0.4177231-0.2717420i -0.4177231+0.2717420i 0.4999447+0.0000000i 0.5001192+0.0000000i -0.4179207-0.2718956i -0.4179207+0.2718956i 0.4998808+0.0000000i 
2.72005 0.0000 1241 0.002901 -0.007195 0.002256 0.5000599+0.0000000i -0.4089749-0.2847382i -0.4089749+0.2847382i 0.4999401+0.0000000i 0.5001283+0.0000000i -0.4091696-0.2848995i -0.4091696+0.2848995i 0.4998717+0.0000000i 
2.72505 0.0000 1245 0.002812 -0.007137 0.002212 0.5000728+0.0000000i -0.3998260-0.2974562i -0.3998260+0.2974562i 0.4999272+0.0000000i 0.5001374+0.0000000i -0.4000139-0.2976220i -0.4000139+0.2976220i 0.4998626+0.0000000i 
2.73005 0.0000 1247 0.002725 -0.007075 0.002168 0.5000857+0.0000000i -0.3902815-0.3098805i -0.3902815+0.3098805i 0.4999143+0.0000000i 0.5001464+0.0000000i -0.3904628-0.3100505i -0.3904628+0.3100505i 0.4998536+0.0000000i 
2.73505 0.0000 1249 0.002640 -0.007009 0.002124 0.5000902+0.0000000i -0.3803485-0.3219947i -0.3803485+0.3219947i 0.4999098+0.0000000i 0.5001554+0.0000000i -0.3805256-0.3221726i -0.3805256+0.3221726i 0.4998446+0.0000000i 
2.74005 0.0000 1252 0.002556 -0.006940 0.002080 0.5000906+0.0000000i -0.3700386-0.3337885i -0.3700386+0.3337885i 0.4999094+0.0000000i 0.5001643+0.0000000i -0.3702123-0.3339765i -0.3702123+0.3339765i 0.4998357+0.0000000i 
2.74505 0.0000 1255 0.002474 -0.006866 0.002036 0.5000990+0.0000000i -0.3593652-0.3452568i -0.3593652+0.3452568i 0.4999010+0.0000000i 0.5001732+0.0000000i -0.3595329-0.3454504i -0.3595329+0.3454504i 0.4998268+0.0000000i 
2.75005 0.0000 1255 0.002395 -0.006789 0.001991 0.5001034+0.0000000i -0.3483359-0.3563813i -0.3483359+0.3563813i 0.4998966+0.0000000i 0.5001819+0.0000000i -0.3484981-0.3565831i -0.3484981+0.3565831i 0.4998181+0.0000000i 
2.75505 0.0000 1255 0.002317 -0.006708 0.001947 0.5001077+0.0000000i -0.3369626-0.3671536i -0.3369626+0.3671536i 0.4998923+0.0000000i 0.5001905+0.0000000i -0.3371188-0.3673635i -0.3371188+0.3673635i 0.4998095+0.0000000i 
2.76005 0.0000 1256 0.002241 -0.006624 0.001902 0.5001158+0.0000000i -0.3252566-0.3775661i -0.3252566+0.3775661i 0.4998842-0.0000000i 0.5001990+0.0000000i -0.3254062-0.3777810i -0.3254062+0.3777810i 0.4998010+0.0000000i 
2.76505 0.0000 1259 0.002166 -0.006536 0.001858 0.5001238+0.0000000i -0.3132291-0.3876057i -0.3132291+0.3876057i 0.4998762+0.0000000i 0.5002073+0.0000000i -0.3133719-0.3878254i -0.3133719+0.3878254i 0.4997927+0.0000000i 
2.77005 0.0000 1261 0.002094 -0.006444 0.001814 0.5001279+0.0000000i -0.3008923-0.3972587i -0.3008923+0.3972587i 0.4998721+0.0000000i 0.5002156+0.0000000i -0.3010279-0.3974866i -0.3010279+0.3974866i 0.4997844+0.0000000i 
2.77505 0.0000 1262 0.002024 -0.006349 0.001770 0.5001357+0.0000000i -0.2882579-0.4065228i -0.2882579+0.4065228i 0.4998643+0.0000000i 0.5002237+0.0000000i -0.2883862-0.4067552i -0.2883862+0.4067552i 0.4997763+0.0000000i 
2.78005 0.0000 1263 0.001956 -0.006250 0.001727 0.5001433+0.0000000i -0.2753386-0.4153853i -0.2753386+0.4153853i 0.4998567-0.0000000i 0.5002316+0.0000000i -0.2754595-0.4156219i -0.2754595+0.4156219i 0.4997684+0.0000000i 
2.78505 0.0000 1267 0.001889 -0.006148 0.001683 0.5001618+0.0000000i -0.2621448-0.4238500i -0.2621448+0.4238500i 0.4998382+0.0000000i 0.5002394+0.0000000i -0.2622605-0.4240782i -0.2622605+0.4240782i 0.4997606+0.0000000i 
2.79005 0.0000 1268 0.001825 -0.006042 0.001640 0.5001692+0.0000000i -0.2486938-0.4318836i -0.2486938+0.4318836i 0.4998308+0.0000000i 0.5002470+0.0000000i -0.2488023-0.4321155i -0.2488023+0.4321155i 0.4997530+0.0000000i 
2.79505 0.0000 1269 0.001763 -0.005933 0.001597 0.5001694+0.0000000i -0.2349994-0.4394812i -0.2349994+0.4394812i 0.4998306-0.0000000i 0.5002545+0.0000000i -0.2350981-0.4397259i -0.2350981+0.4397259i 0.4997455+0.0000000i 
2.80005 0.0000 1271 0.001703 -0.005821 0.001555 0.5001801+0.0000000i -0.2210693-0.4466590i -0.2210693+0.4466590i 0.4998199+0.0000000i 0.5002618+0.0000000i -0.2211616-0.4469020i -0.2211616+0.4469020i 0.4997382+0.0000000i 
2.80505 0.0000 1273 0.001645 -0.005705 0.001513 0.5001906+0.0000000i -0.2069204-0.4533959i -0.2069204+0.4533959i 0.4998094+0.0000000i 0.5002689+0.0000000i -0.2070065-0.4536366i -0.2070065+0.4536366i 0.4997311+0.0000000i 
2.81005 0.0000 1274 0.001589 -0.005587 0.001472 0.5001907+0.0000000i -0.1925715-0.4596693i -0.1925715+0.4596693i 0.4998093-0.0000000i 0.5002759+0.0000000i -0.1926467-0.4599231i -0.1926467+0.4599231i 0.4997241+0.0000000i 
2.81505 0.0000 1275 0.001535 -0.005465 0.001431 0.5001975+0.0000000i -0.1780294-0.4654993i -0.1780294+0.4654993i 0.4998025+0.0000000i 0.5002827+0.0000000i -0.1780966-0.4657553i -0.1780966+0.4657553i 0.4997173+0.0000000i 
2.82005 0.0000 1275 0.001484 -0.005341 0.001390 0.5002008+0.0000000i -0.1633132-0.4708639i -0.1633132+0.4708639i 0.4997992-0.0000000i 0.5002893+0.0000000i -0.1633705-0.4711273i -0.1633705+0.4711273i 0.4997107+0.0000000i 
2.82505 0.0000 1277 0.001434 -0.005213 0.001350 0.5002108+0.0000000i -0.1484318-0.4757750i -0.1484318+0.4757750i 0.4997892-0.0000000i 0.5002957+0.0000000i -0.1484829-0.4760340i -0.1484829+0.4760340i 0.4997043+0.0000000i 
2.83005 0.0000 1280 0.001387 -0.005083 0.001311 0.5002172+0.0000000i -0.1334055-0.4802103i -0.1334055+0.4802103i 0.4997828+0.0000000i 0.5003020+0.0000000i -0.1334486-0.4804704i -0.1334486+0.4804704i 0.4996980+0.0000000i 
2.83505 0.0000 1282 0.001342 -0.004950 0.001273 0.5002203+0.0000000i -0.1182497-0.4841653i -0.1182497+0.4841653i 0.4997797+0.0000000i 0.5003081+0.0000000i -0.1182825-0.4844321i -0.1182825+0.4844321i 0.4996919+0.0000000i 
2.84005 0.0000 1283 0.001299 -0.004815 0.001235 0.5002266+0.0000000i -0.1029748-0.4876483i -0.1029748+0.4876483i 0.4997734+0.0000000i 0.5003140+0.0000000i -0.1029994-0.4879153i -0.1029994+0.4879153i 0.4996860+0.0000000i 
2.84505 0.0000 1286 0.001259 -0.004677 0.001198 0.5002394+0.0000000i -0.0875929-0.4906624i -0.0875929+0.4906624i 0.4997606+0.0000000i 0.5003198+0.0000000i -0.0876146-0.4909164i -0.0876146+0.4909164i 0.4996802+0.0000000i 
2.85005 0.0000 1287 0.001220 -0.004537 0.001162 0.5002455+0.0000000i -0.0721291-0.4931790i -0.0721291+0.4931790i 0.4997545-0.0000000i 0.5003253+0.0000000i -0.0721433-0.4934326i -0.0721433+0.4934326i 0.4996747+0.0000000i 
2.85505 0.0000 1288 0.001184 -0.004394 0.001127 0.5002449+0.0000000i -0.0565995-0.4951953i -0.0565995+0.4951953i 0.4997551+0.0000000i 0.5003307+0.0000000i -0.0566007-0.4954613i -0.0566007+0.4954613i 0.4996693+0.0000000i 
2.86005 0.0000 1288 0.001151 -0.004250 0.001092 0.5002475+0.0000000i -0.0410116-0.4967292i -0.0410116+0.4967292i 0.4997525+0.0000000i 0.5003360+0.0000000i -0.0410022-0.4970005i -0.0410022+0.4970005i 0.4996640+0.0000000i 
2.86505 0.0000 1289 0.001119 -0.004104 0.001059 0.5002467+0.0000000i -0.0253864-0.4977658i -0.0253864+0.4977658i 0.4997533-0.0000000i 0.5003411+0.0000000i -0.0253632-0.4980486i -0.0253632+0.4980486i 0.4996589+0.0000000i 
2.87005 0.0000 1289 0.001091 -0.003956 0.001026 0.5002491+0.0000000i -0.0097335-0.4983177i -0.0097335+0.4983177i 0.4997509+0.0000000i 0.5003460+0.0000000i -0.0096992-0.4986047i -0.0096992+0.4986047i 0.4996540+0.0000000i 
2.87505 0.0000 1290 0.001064 -0.003807 0.000994 0.5002549+0.0000000i 0.0059320-0.4983845i 0.0059320+0.4983845i 0.4997451+0.0000000i 0.5003507+0.0000000i 0.0059744-0.4986682i 0.0059744+0.4986682i 0.4996493+0.0000000i 
2.88005 0.0000 1291 0.001041 -0.003656 0.000963 0.5002606+0.0000000i 0.0215918-0.4979591i 0.0215918+0.4979591i 0.4997394+0.0000000i 0.5003553+0.0000000i 0.0216420-0.4982390i 0.0216420+0.4982390i 0.4996447+0.0000000i 
2.88505 0.0000 1292 0.001020 -0.003504 0.000934 0.5002593+0.0000000i 0.0372240-0.4970277i 0.0372240+0.4970277i 0.4997407+0.0000000i 0.5003597+0.0000000i 0.0372882-0.4973176i 0.0372882+0.4973176i 0.4996403+0.0000000i 
2.89005 0.0000 1297 0.001002 -0.003352 0.000905 0.5002790+0.0000000i 0.0528390-0.4956483i 0.0528390+0.4956483i 0.4997210+0.0000000i 0.5003640+0.0000000i 0.0528975-0.4959047i 0.0528975+0.4959047i 0.4996360+0.0000000i 
2.89505 0.0000 1297 0.000987 -0.003199 0.000877 0.5002811+0.0000000i 0.0683860-0.4937434i 0.0683860+0.4937434i 0.4997189+0.0000000i 0.5003681+0.0000000i 0.0684545-0.4940019i 0.0684545+0.4940019i 0.4996319+0.0000000i 
2.90005 0.0000 1298 0.000975 -0.003046 0.000851 0.5002867+0.0000000i 0.0838688-0.4913581i 0.0838688+0.4913581i 0.4997133+0.0000000i 0.5003720+0.0000000i 0.0839438-0.4916110i 0.0839438+0.4916110i 0.4996280+0.0000000i 
2.90505 0.0000 1298 0.000966 -0.002892 0.000825 0.5002886+0.0000000i 0.0992655-0.4884804i 0.0992655+0.4884804i 0.4997114-0.0000000i 0.5003758+0.0000000i 0.0993501-0.4887344i 0.0993501+0.4887344i 0.4996242+0.0000000i 
2.91005 0.0000 1299 0.000961 -0.002740 0.000801 0.5002865+0.0000000i 0.1145604-0.4851135i 0.1145604+0.4851135i 0.4997135+0.0000000i 0.5003794+0.0000000i 0.1146581-0.4853748i 0.1146581+0.4853748i 0.4996206+0.0000000i 
2.91505 0.0000 1299 0.000959 -0.002588 0.000778 0.5002882+0.0000000i 0.1297455-0.4812747i 0.1297455+0.4812747i 0.4997118+0.0000000i 0.5003828+0.0000000i 0.1298529-0.4815357i 0.1298529+0.4815357i 0.4996172+0.0000000i 
2.92005 0.0000 1299 0.000962 -0.002437 0.000756 0.5002898+0.0000000i 0.1448023-0.4769607i 0.1448023+0.4769607i 0.4997102+0.0000000i 0.5003860+0.0000000i 0.1449192-0.4772208i 0.1449192+0.4772208i 0.4996140+0.0000000i 
2.92505 0.0000 1300 0.000970 -0.002288 0.000736 0.5002956+0.0000000i 0.1597196-0.4721823i 0.1597196+0.4721823i 0.4997044+0.0000000i 0.5003889+0.0000000i 0.1598423-0.4724343i 0.1598423+0.4724343i 0.4996111+0.0000000i 
2.93005 0.0000 1300 0.000982 -0.002142 0.000716 0.5002970+0.0000000i 0.1744758-0.4669311i 0.1744758+0.4669311i 0.4997030+0.0000000i 0.5003917+0.0000000i 0.1746075-0.4671811i 0.1746075+0.4671811i 0.4996083+0.0000000i 
2.93505 0.0000 1300 0.001000 -0.001999 0.000698 0.5002982+0.0000000i 0.1890596-0.4612189i 0.1890596+0.4612189i 0.4997018+0.0000000i 0.5003942+0.0000000i 0.1892000-0.4614663i 0.1892000+0.4614663i 0.4996058+0.0000000i 
2.94005 0.0000 1301 0.001023 -0.001860 0.000681 0.5003040+0.0000000i 0.2034600-0.4550571i 0.2034600+0.4550571i 0.4996960-0.0000000i 0.5003963+0.0000000i 0.2036055-0.4552956i 0.2036055+0.4552956i 0.4996037+0.0000000i 
2.94505 0.0000 1301 0.001053 -0.001725 0.000666 0.5003049+0.0000000i 0.2176563-0.4484402i 0.2176563+0.4484402i 0.4996951+0.0000000i 0.5003982+0.0000000i 0.2178098-0.4486750i 0.2178098+0.4486750i 0.4996018+0.0000000i 
2.95005 0.0000 1302 0.001091 -0.001595 0.000651 0.5003107+0.0000000i 0.2316403-0.4413853i 0.2316403+0.4413853i 0.4996893+0.0000000i 0.5003996+0.0000000i 0.2317989-0.4416112i 0.2317989+0.4416112i 0.4996004+0.0000000i 
2.95505 0.0000 1302 0.001136 -0.001472 0.000638 0.5003112+0.0000000i 0.2453930-0.4338899i 0.2453930+0.4338899i 0.4996888+0.0000000i 0.5004007+0.0000000i 0.2455589-0.4341112i 0.2455589+0.4341112i 0.4995993+0.0000000i 
2.96005 0.0000 1304 0.001189 -0.001355 0.000627 0.5003115+0.0000000i 0.2589036-0.4259663i 0.2589036+0.4259663i 0.4996885-0.0000000i 0.5004013+0.0000000i 0.2590764-0.4261824i 0.2590764+0.4261824i 0.4995987+0.0000000i 
2.96505 0.0000 1304 0.001251 -0.001246 0.000617 0.5003116+0.0000000i 0.2721583-0.4176221i 0.2721583+0.4176221i 0.4996884+0.0000000i 0.5004015+0.0000000i 0.2723379-0.4178327i 0.2723379+0.4178327i 0.4995985+0.0000000i 
2.97005 0.0000 1305 0.001323 -0.001145 0.000608 0.5003161+0.0000000i 0.2851455-0.4088686i 0.2851455+0.4088686i 0.4996839+0.0000000i 0.5004013+0.0000000i 0.2853304-0.4090704i 0.2853304+0.4090704i 0.4995987+0.0000000i 
2.97505 0.0000 1307 0.001404 -0.001052 0.000600 0.5003157+0.0000000i 0.2978499-0.3997084i 0.2978499+0.3997084i 0.4996843+0.0000000i 0.5004007+0.0000000i 0.2980412-0.3999041i 0.2980412+0.3999041i 0.4995993+0.0000000i 
2.98005 0.0000 1308 0.001494 -0.000968 0.000594 0.5003191+0.0000000i 0.3102607-0.3901561i 0.3102607+0.3901561i 0.4996809+0.0000000i 0.5003998+0.0000000i 0.3104577-0.3903429i 0.3104577+0.3903429i 0.4996002+0.0000000i 
2.98505 0.0000 1309 0.001594 -0.000893 0.000589 0.5003221+0.0000000i 0.3223649-0.3802185i 0.3223649+0.3802185i 0.4996779+0.0000000i 0.5003987+0.0000000i 0.3225677-0.3803963i 0.3225677+0.3803963i 0.4996013+0.0000000i 
2.99005 0.0000 1309 0.001703 -0.000826 0.000586 0.5003215+0.0000000i 0.3341510-0.3699032i 0.3341510+0.3699032i 0.4996785-0.0000000i 0.5003975+0.0000000i 0.3343593-0.3700741i 0.3343593+0.3700741i 0.4996025+0.0000000i 
2.99505 0.0000 1309 0.001820 -0.000767 0.000584 0.5003208+0.0000000i 0.3456071-0.3592227i 0.3456071+0.3592227i 0.4996792+0.0000000i 0.5003961+0.0000000i 0.3458208-0.3593865i 0.3458208+0.3593865i 0.4996039+0.0000000i 
3.00005 0.0000 1309 0.001945 -0.000716 0.000583 0.5003201+0.0000000i 0.3567221-0.3481876i 0.3567221+0.3481876i 0.4996799+0.0000000i 0.5003947+0.0000000i 0.3569410-0.3483440i 0.3569410+0.3483440i 0.4996053+0.0000000i 
3.00505 0.0000 1309 0.002077 -0.000672 0.000584 0.5003194+0.0000000i 0.3674849-0.3368088i 0.3674849+0.3368088i 0.4996806+0.0000000i 0.5003933+0.0000000i 0.3677088-0.3369575i 0.3677088+0.3369575i 0.4996067+0.0000000i 
3.01005 0.0000 1310 0.002216 -0.000635 0.000586 0.5003167+0.0000000i 0.3778855-0.3250953i 0.3778855+0.3250953i 0.4996833+0.0000000i 0.5003919+0.0000000i 0.3781136-0.3252382i 0.3781136+0.3252382i 0.4996081+0.0000000i 
3.01505 0.0000 1310 0.002359 -0.000603 0.000589 0.5003160+0.0000000i 0.3879124-0.3130629i 0.3879124+0.3130629i 0.4996840+0.0000000i 0.5003905+0.0000000i 0.3881451-0.3131978i 0.3881451+0.3131978i 0.4996095+0.0000000i 
